concept,feature,feature_raw,gpt5_response,gpt5_true
Shovel,used by work forces,used_by_work_forces,True,1
Shovel,used by workers,used_by_workers,True,1
Shovel,used for shoveling,used_for_shoveling,True,1
Shovel,used in different cultures,used_in_different_cultures,True,1
Shovel,used in farming,used_in_farming,True,1
Shovel,used in construction,used_in_construction,True,1
Shovel,used in the garden,used_in_the_garden,True,1
Shovel,used in the sandbox,used_in_the_sandbox,True,1
Shovel,used in the snow,used_in_the_snow,True,1
Shovel,used in rescue operations,used_in_rescue_operations,True,1
Shovel,used for short distances,used_for_short_distances,False,0
Shovel,used to dig,used_to_dig,True,1
Shovel,used to cultivate the soil,used_to_cultivate_the_soil,True,1
Shovel,used in winter,used_in_winter,True,1
Shovel,used to make sand castles,used_to_make_sand_castles,True,1
Shovel,used to grasp something,used_to_grasp_something,True,1
Shovel,used to turn over/spade the ground,used_to_turn_over/spade_the_ground,True,1
Shovel,used to work with,used_to_work_with,True,1
Shovel,used to open things,used_to_open_things,False,0
Shovel,was used in early ages,was_used_in_early_ages,True,1
Shovel,was used in mines,was_used_in_mines,True,1
Shovel,was used in the past,was_used_in_the_past,True,1
Shovel,used to work in the garden,used_to_work_in_the_garden,True,1
Shovel,you can injure someone with it,you_can_injure_someone_with_it,True,1
Shovel,you can scour stuff off with it,you_can_scour_stuff_off_with_it,False,0
Shovel,you can pull it (open) and push it,you_can_pull_it_(open)_and_push_it,False,0
Shovel,you can transport things with it,you_can_transport_things_with_it,False,0
Shovel,used on a yard,used_on_a_yard,True,1
Shovel,you have to be strong to use it,you_have_to_be_strong_to_use_it,False,0
Shovel,you have to push it forward,you_have_to_push_it_forward,True,1
Snake,appears in comics,appears_in_comics,True,1
Snake,can be fed,can_be_fed,True,1
Snake,"can be brown, black, white, grey","can_be_brown,_black,_white,_grey",True,1
Snake,can live for a long time without food,can_live_for_a_long_time_without_food,True,1
Snake,can eat people,can_eat_people,True,1
Snake,can be lethal to man,can_be_lethal_to_man,True,1
Snake,in a terrarium,in_a_terrarium,True,1
Snake,can open its tail,can_open_its_tail,False,0
Shovel,you can get injured by it,you_can_get_injured_by_it,True,1
Snake,does not smell well,does_not_smell_well,False,0
Snake,doesn't herd,doesn't_herd,True,1
Snake,good sense of smell,good_sense_of_smell,True,1
Snake,has gnawing teeth,has_gnawing_teeth,False,0
Snake,external skeleton,external_skeleton,False,0
Snake,it is sometimes put in a basket,it_is_sometimes_put_in_a_basket,True,1
Snake,smaller than a horse,smaller_than_a_horse,True,1
Snake,assosciated with wisdom,assosciated_with_wisdom,True,1
Snake,as the saying goes a snake in the grass,as_the_saying_goes_a_snake_in_the_grass,False,0
Snake,lives in dry areas,lives_in_dry_areas,True,1
Snake,"in dutch expression: once bitten, twice shy","in_dutch_expression:_once_bitten,_twice_shy",False,0
Snake,is found in earth,is_found_in_earth,True,1
Snake,descend from the dinosaur,descend_from_the_dinosaur,False,0
Snake,can do without water for long periods,can_do_without_water_for_long_periods,True,1
Snake,doesn't have 1000 paws,doesn't_have_1000_paws,True,1
Snake,can turn his head very far,can_turn_his_head_very_far,False,0
Snake,can kill people,can_kill_people,True,1
Snake,eats frogs,eats_frogs,True,1
Snake,can be seen on safaris,can_be_seen_on_safaris,True,1
Snake,is difficult to remove from one's body,is_difficult_to_remove_from_one's_body,False,0
Snake,has a head,has_a_head,True,1
Snake,has warts,has_warts,False,0
Snake,is not good at flying,is_not_good_at_flying,True,1
Snake,is not expensive,is_not_expensive,False,0
Snake,is found all around the world,is_found_all_around_the_world,True,1
Snake,often sits under a piece of wood,often_sits_under_a_piece_of_wood,True,1
Snake,was used in medical science in earlier times,was_used_in_medical_science_in_earlier_times,True,1
Snake,short front legs,short_front_legs,False,0
Snake,attacks,attacks,True,1
Snake,digs holes,digs_holes,False,0
Snake,has a tongue,has_a_tongue,True,1
Snake,has a mouth,has_a_mouth,True,1
Snake,hunts chicken,hunts_chicken,True,1
Snake,is not verry big,is_not_verry_big,True,1
Snake,is difficult to catch,is_difficult_to_catch,True,1
Snake,rough,rough,False,0
Snake,often used as laboratory animal,often_used_as_laboratory_animal,False,0
Snake,lives on the ground,lives_on_the_ground,True,1
Snake,comes up to the surface for air,comes_up_to_the_surface_for_air,False,0
Snake,you can boil it,you_can_boil_it,False,0
Snake,wild animal,wild_animal,True,1
Snake,laong teeth,laong_teeth,False,0
Snake,lives outdoors,lives_outdoors,True,1
Snake,has beady eyes,has_beady_eyes,True,1
Snake,has poison fangs,has_poison_fangs,True,1
Snake,is aggressive,is_aggressive,True,1
Snake,has black eyes,has_black_eyes,False,0
Snake,moves by contracting,moves_by_contracting,True,1
Snake,lives in the open air,lives_in_the_open_air,True,1
Snake,savanne,savanne,False,0
Snake,some people are allergic to it,some_people_are_allergic_to_it,True,1
Snake,has a large tail,has_a_large_tail,False,0
Snake,smells blood,smells_blood,True,1
Snake,can be found in the ardennes,can_be_found_in_the_ardennes,True,1
Snake,indians hunted it,indians_hunted_it,True,1
Snake,is found in warm places,is_found_in_warm_places,True,1
Snake,is scary,is_scary,True,1
Snake,is food for larger animals,is_food_for_larger_animals,True,1
Snake,protected species,protected_species,True,1
Snake,seems mean,seems_mean,True,1
Snake,makes a recognizable sound,makes_a_recognizable_sound,True,1
Snake,typical ennemy of a cat,typical_ennemy_of_a_cat,False,0
Snake,used in research,used_in_research,True,1
Snake,has a pointed snout,has_a_pointed_snout,False,0
Snake,eats flies,eats_flies,False,0
Snake,drinks water,drinks_water,True,1
Snake,lives nearby ponds,lives_nearby_ponds,True,1
Snake,has a rough skin,has_a_rough_skin,False,0
Snake,is eaten by other animals,is_eaten_by_other_animals,True,1
Snake,looks like a snake,looks_like_a_snake,True,1
Snake,swallows its prey in its entirety,swallows_its_prey_in_its_entirety,True,1
Snake,can loose its tail,can_loose_its_tail,False,0
Snake,can become pest,can_become_pest,False,0
Snake,catches mice,catches_mice,True,1
Snake,hides easily,hides_easily,True,1
Snake,difficult to exterminate,difficult_to_exterminate,False,0
Snake,prey,prey,True,1
Snake,stubborn,stubborn,False,0
Snake,can be caught,can_be_caught,True,1
Snake,can cause much hinder,can_cause_much_hinder,True,1
Snake,appears in songs,appears_in_songs,True,1
Snake,lives in unhygienic places,lives_in_unhygienic_places,False,0
Snake,has camouflage,has_camouflage,True,1
Snake,makes a strange noise,makes_a_strange_noise,True,1
Snake,striped,striped,True,1
Snake,is often found under rocks,is_often_found_under_rocks,True,1
Snake,writhes (twists),writhes_(twists),True,1
Snake,is killed by man,is_killed_by_man,True,1
Snake,can be dangerous,can_be_dangerous,True,1
Snake,creaks when killed,creaks_when_killed,False,0
Snake,not friendly with dogs,not_friendly_with_dogs,True,1
Snake,curly tail,curly_tail,False,0
Snake,is bigger than a chicken,is_bigger_than_a_chicken,True,1
Snake,is found in the garden,is_found_in_the_garden,True,1
Snake,has peepers,has_peepers,True,1
Snake,skin can be used for clothes,skin_can_be_used_for_clothes,True,1
Snake,occasionally washes ashore,occasionally_washes_ashore,False,0
Snake,somtimes used in a circus,somtimes_used_in_a_circus,True,1
Snake,sticks its head into the ground,sticks_its_head_into_the_ground,False,0
Snake,kind of lizard,kind_of_lizard,False,0
Snake,eats rats and mice,eats_rats_and_mice,True,1
Snake,hibernates,hibernates,True,1
Snake,can be cooked in different ways,can_be_cooked_in_different_ways,True,1
Snake,often becoms a cat's prey,often_becoms_a_cat's_prey,False,0
Snake,is well camouflaged,is_well_camouflaged,True,1
Snake,is elongated,is_elongated,True,1
Snake,reproduces fast,reproduces_fast,False,0
Snake,makes a sound like a grunt,makes_a_sound_like_a_grunt,False,0
Snake,makes not much noise,makes_not_much_noise,True,1
Snake,spits,spits,True,1
Snake,attaches to the body,attaches_to_the_body,False,0
Snake,lives on when split in half,lives_on_when_split_in_half,False,0
Snake,rolls up in danger,rolls_up_in_danger,False,0
Snake,is sly,is_sly,False,0
Snake,exists for ages,exists_for_ages,True,1
Snake,thick skin,thick_skin,False,0
Snake,eats mice,eats_mice,True,1
Snake,is cold-blooded,is_cold-blooded,True,1
Snake,likes rolling in mud,likes_rolling_in_mud,False,0
Snake,lives in a damp climate,lives_in_a_damp_climate,False,0
Snake,makes an extremely irritating sound,makes_an_extremely_irritating_sound,False,0
Snake,strangles its prey,strangles_its_prey,True,1
Snake,sheds its skin,sheds_its_skin,True,1
Snake,lives in the jungle,lives_in_the_jungle,True,1
Snake,lives on land,lives_on_land__,True,1
Snake,can be bred,can_be_bred,True,1
Snake,eats small animals,eats_small_animals,True,1
Snake,gives pain,gives_pain,True,1
Snake,is not very popular among man,is_not_very_popular_among_man,False,0
Snake,has teeth,has_teeth,True,1
Snake,has a split tongue,has_a_split_tongue,False,0
Snake,lives under the ground,lives_under_the_ground,False,0
Snake,incites fear,incites_fear,True,1
Snake,is sometimes eaten by man,is_sometimes_eaten_by_man,True,1
Snake,can't fly,can't_fly,True,1
Snake,lives in nature,lives_in_nature,True,1
Snake,small and large kinds,small_and_large_kinds,True,1
Snake,lives in tropical areas,lives_in_tropical_areas,True,1
Snake,has no paws,has_no_paws,True,1
Snake,frightens people,frightens_people,True,1
Snake,is slimy,is_slimy,False,0
Snake,occasionally occurs in films,occasionally_occurs_in_films,True,1
Snake,takes on the colour of its surroundings,takes_on_the_colour_of_its_surroundings,True,1
Snake,doesn't make a sound,doesn't_make_a_sound,False,0
Snake,eats worms,eats_worms,False,0
Snake,has a long tongue,has_a_long_tongue,True,1
Snake,can be poisonous,can_be_poisonous,True,1
Snake,lives nearby the water,lives_nearby_the_water,True,1
Snake,lives in the desert,lives_in_the_desert,True,1
Snake,is poisonous,is_poisonous,True,1
Snake,makes a hissing noise,makes_a_hissing_noise,True,1
Snake,lives in the wild,lives_in_the_wild,True,1
Snake,can be aggressive,can_be_aggressive,True,1
Snake,has a pointed mouth,has_a_pointed_mouth,False,0
Snake,bites,bites,True,1
Snake,kind of snake,kind_of_snake,True,1
Snake,has bones,has_bones,True,1
Snake,sucks blood,sucks_blood,False,0
Snake,exists in different sizes and kinds,exists_in_different_sizes_and_kinds,True,1
Snake,appears in fairy tales and stories,appears_in_fairy_tales_and_stories,True,1
Snake,the meat is eaten,the_meat_is_eaten,True,1
Snake,makes a sound,makes_a_sound,True,1
Snake,can have different colors,can_have_different_colors,True,1
Snake,has a long tail,has_a_long_tail,True,1
Snake,is hunted,is_hunted,True,1
Snake,crawls,crawls,False,0
Snake,lives in warm countries,lives_in_warm_countries,True,1
Snake,is a carnivore,is_a_carnivore,True,1
Snake,nocturnal animal,nocturnal_animal,True,1
Snake,has a long neck,has_a_long_neck,False,0
Snake,is long,is_long,True,1
Snake,has sharp teeth,has_sharp_teeth,True,1
Snake,is slippery,is_slippery,True,1
Snake,is nasty,is_nasty,False,0
Snake,eats plants,eats_plants,False,0
Snake,is fished for,is_fished_for,False,0
Snake,there are many kinds of it,there_are_many_kinds_of_it,True,1
Snake,is fast,is_fast,True,1
Snake,eats fish,eats_fish,True,1
Snake,has scales,has_scales,True,1
Snake,is a reptile,is_a_reptile,True,1
Snake,eats insects,eats_insects,False,0
Snake,lays eggs,lays_eggs,True,1
Snake,is dangerous,is_dangerous,True,1
Snake,lives in the woods,lives_in_the_woods,True,1
Snake,can be a status symbol,can_be_a_status_symbol,True,1
Snake,can be acoustic,can_be_acoustic,False,0
Snake,has a tail,has_a_tail,False,0
Snake,can be coloured,can_be_coloured,True,1
Snake,is an animal,is_an_animal,True,1
Snake,can be found in a forest,can_be_found_in_a_forest,True,1
Snake,can be found on a camping,can_be_found_on_a_camping,True,1
Snake,can be knotted,can_be_knotted,True,1
Snake,can be made of different tissues,can_be_made_of_different_tissues,True,1
Snake,can be played on,can_be_played_on,True,1
Snake,can be used to threaten somebody,can_be_used_to_threaten_somebody,True,1
Snake,can be thick or thin,can_be_thick_or_thin,True,1
Snake,can become dirty,can_become_dirty,True,1
Snake,can be played upon,can_be_played_upon,False,0
Snake,can cut you,can_cut_you,False,0
Snake,can hurt,can_hurt,True,1
Snake,can hurt you,can_hurt_you,True,1
Snake,can mimic different instruments,can_mimic_different_instruments,False,0
Snake,can sound out of tune,can_sound_out_of_tune,False,0
Snake,can work as defence,can_work_as_defence,True,1
Snake,can slide,can_slide,False,0
Snake,can injure,can_injure,True,1
Snake,comes in different patterns,comes_in_different_patterns,True,1
Snake,consists of different parts,consists_of_different_parts,True,1
Snake,can harm,can_harm,True,1
Snake,constitutes a whole,constitutes_a_whole,True,1
Snake,contains liquid,contains_liquid,False,0
Snake,does not melt in high temperature,does_not_melt_in_high_temperature,False,0
Snake,drivers licence not required,drivers_licence_not_required,True,1
Snake,does not weigh much,does_not_weigh_much,True,1
Snake,could be an animal,could_be_an_animal,True,1
Snake,does not produce sound,does_not_produce_sound,False,0
Snake,drives under ground,drives_under_ground,False,0
Snake,exists in different colors and different forms,exists_in_different_colors_and_different_forms,True,1
Snake,exists in different brands,exists_in_different_brands,False,0
Snake,exists in different colors,exists_in_different_colors,True,1
Snake,exists in different lengths,exists_in_different_lengths,True,1
Snake,exists in different kinds,exists_in_different_kinds,True,1
Snake,exists in different forms,exists_in_different_forms,True,1
Snake,exists in different measurements,exists_in_different_measurements,True,1
Snake,comes in different lengths,comes_in_different_lengths,True,1
Snake,exists in different sizes.1,exists_in_different_sizes.1,True,1
Snake,exists in different sizes,exists_in_different_sizes,True,1
Snake,feels rough,feels_rough,False,0
Snake,goes fast,goes_fast,False,0
Snake,exists in different types,exists_in_different_types,True,1
Snake,gives a nasty sound,gives_a_nasty_sound,False,0
Snake,has a complex shape,has_a_complex_shape,True,1
Snake,has a mouthpiece,has_a_mouthpiece,False,0
Snake,has a deep sound,has_a_deep_sound,False,0
Snake,has a dark color,has_a_dark_color,True,1
Snake,has a negative connotation,has_a_negative_connotation,True,1
Snake,has a neck,has_a_neck,True,1
Snake,has a grip,has_a_grip,False,0
Snake,has been existing for a long time,has_been_existing_for_a_long_time,True,1
Snake,has different additional parts,has_different_additional_parts,False,0
Snake,has black and white keys,has_black_and_white_keys,False,0
Snake,has different compartments,has_different_compartments,False,0
Snake,has different patterns.1,has_different_patterns.1,True,1
Snake,has different patterns,has_different_patterns,True,1
Snake,has a skin,has_a_skin,True,1
Snake,has no engine,has_no_engine,True,1
Snake,has different lengths,has_different_lengths,True,1
Snake,is dangerous for children,is_dangerous_for_children,True,1
Snake,is agressive,is_agressive,True,1
Snake,is big or small,is_big_or_small,True,1
Snake,has no roof,has_no_roof,True,1
Snake,is dangerous for the fingers,is_dangerous_for_the_fingers,True,1
Snake,is curved,is_curved,True,1
Snake,has patterns,has_patterns,True,1
Snake,is many women's nightmare,is_many_women's_nightmare,True,1
Snake,is long and narrow,is_long_and_narrow,True,1
Snake,is hard to work with,is_hard_to_work_with,True,1
Snake,is heat resistant,is_heat_resistant,False,0
Snake,is not edible,is_not_edible,False,0
Snake,is easy to play,is_easy_to_play,True,1
Snake,is durable,is_durable,False,0
Snake,is not popular among many people,is_not_popular_among_many_people,True,1
Snake,is played during concerts,is_played_during_concerts,False,0
Snake,its vibrations produce sounds,its_vibrations_produce_sounds,False,0
Snake,is primitive,is_primitive,False,0
Snake,is smaller than a lorry,is_smaller_than_a_lorry,True,1
Snake,makes a bass noise,makes_a_bass_noise,False,0
Snake,looks tough,looks_tough,True,1
Snake,not used much,not_used_much,False,0
Snake,not everyone has it,not_everyone_has_it,True,1
Snake,occurs in indian culture,occurs_in_indian_culture,True,1
Snake,often found to be frightening,often_found_to_be_frightening,True,1
Snake,one has to learn how to play,one_has_to_learn_how_to_play,True,1
Snake,produces different sounds,produces_different_sounds,True,1
Snake,sometimes has soil sticking to it,sometimes_has_soil_sticking_to_it,True,1
Snake,rolls,rolls,False,0
Snake,turns around,turns_around,True,1
Snake,sounds low,sounds_low,False,0
Snake,produces music,produces_music,False,0
Snake,sometimes played on the street,sometimes_played_on_the_street,False,0
Snake,used for rock music,used_for_rock_music,True,1
Snake,is pliable,is_pliable,True,1
Snake,used in many different musical styles,used_in_many_different_musical_styles,False,0
Snake,used in games,used_in_games,True,1
Snake,used to hunt,used_to_hunt,False,0
Snake,used in different cultures,used_in_different_cultures,True,1
Snake,you can get injured by it,you_can_get_injured_by_it,True,1
Snake,you can kill someone with it,you_can_kill_someone_with_it,True,1
Snake,you don't have to peddle,you_don't_have_to_peddle,True,1
Snake,you can injure someone with it,you_can_injure_someone_with_it,True,1
Snake,used in pop music,used_in_pop_music,False,0
Spanner,appears in comics,appears_in_comics,False,0
Snake,you don't see it frequently,you_don't_see_it_frequently,True,1
Snake,you can see it in big cities,you_can_see_it_in_big_cities,True,1
Spanner,doesn't herd,doesn't_herd,True,1
Spanner,it is sometimes put in a basket,it_is_sometimes_put_in_a_basket,True,1
Spanner,is not poisonous,is_not_poisonous,True,1
Spanner,smaller than a horse,smaller_than_a_horse,True,1
Spanner,is found all around the world,is_found_all_around_the_world,True,1
Spanner,rough,rough,False,0
Spanner,neutral scent,neutral_scent,True,1
Spanner,doesn't have 1000 paws,doesn't_have_1000_paws,True,1
Spanner,was used in medical science in earlier times,was_used_in_medical_science_in_earlier_times,False,0
Spanner,is not verry big,is_not_verry_big,True,1
Spanner,appears in songs,appears_in_songs,False,0
Spanner,can be dangerous,can_be_dangerous,True,1
Spanner,family of the dog,family_of_the_dog,False,0
Spanner,is not eaten,is_not_eaten,True,1
Spanner,occasionally washes ashore,occasionally_washes_ashore,False,0
Spanner,is not a pet,is_not_a_pet,True,1
Spanner,does not lay eggs,does_not_lay_eggs,True,1
Spanner,somtimes used in a circus,somtimes_used_in_a_circus,False,0
Spanner,doesn't live long,doesn't_live_long,False,0
Spanner,occasionally occurs in films,occasionally_occurs_in_films,True,1
Spanner,transferable,transferable,True,1
Spanner,is not expensive,is_not_expensive,True,1
Spanner,small and large kinds,small_and_large_kinds,True,1
Spanner,exists in different sizes and kinds,exists_in_different_sizes_and_kinds,True,1
Spanner,there are many kinds of it,there_are_many_kinds_of_it,True,1
Spanner,you can find them in homes,you_can_find_them_in_homes,True,1
Spanner,bought in a store,bought_in_a_store,True,1
Spanner,can be carried by anyone,can_be_carried_by_anyone,True,1
Spanner,can be carried,can_be_carried,True,1
Spanner,can be found in a garage,can_be_found_in_a_garage,True,1
Spanner,can be held,can_be_held,True,1
Spanner,can be thick or thin,can_be_thick_or_thin,False,0
Spanner,can be made of different materials,can_be_made_of_different_materials,True,1
Spanner,can be turned,can_be_turned,True,1
Spanner,can be opened,can_be_opened,True,1
Spanner,can be used by anyone,can_be_used_by_anyone,True,1
Spanner,can be coloured,can_be_coloured,True,1
Spanner,can be used several times,can_be_used_several_times,True,1
Spanner,can be used to threaten somebody,can_be_used_to_threaten_somebody,True,1
Spanner,can break.1,can_break.1,True,1
Spanner,can become dirty,can_become_dirty,True,1
Spanner,can get rusty,can_get_rusty,True,1
Spanner,can have different colors,can_have_different_colors,True,1
Spanner,can have a container,can_have_a_container_,True,1
Spanner,can break,can_break,True,1
Spanner,can hurt,can_hurt,True,1
Spanner,can hurt you,can_hurt_you,True,1
Spanner,can injure,can_injure,True,1
Spanner,can harm,can_harm,True,1
Spanner,comes in different lengths,comes_in_different_lengths,True,1
Spanner,comes in different patterns,comes_in_different_patterns,False,0
Spanner,constitutes a whole,constitutes_a_whole,False,0
Spanner,comes in very handy,comes_in_very_handy,True,1
Spanner,consists of different parts,consists_of_different_parts,True,1
Spanner,comes in different brands and models,comes_in_different_brands_and_models,True,1
Spanner,does not melt in high temperature,does_not_melt_in_high_temperature,True,1
Spanner,costs money,costs_money,True,1
Spanner,exists in different brands,exists_in_different_brands,True,1
Spanner,exists in different colors and different forms,exists_in_different_colors_and_different_forms,True,1
Spanner,does not weigh much,does_not_weigh_much,False,0
Spanner,exists in different colors,exists_in_different_colors,True,1
Spanner,exists in different forms,exists_in_different_forms,True,1
Spanner,drivers licence not required,drivers_licence_not_required,True,1
Spanner,exists in different kinds,exists_in_different_kinds,True,1
Spanner,exists in different measurements,exists_in_different_measurements,True,1
Spanner,exists in different lengths,exists_in_different_lengths,True,1
Spanner,exists in different sizes.1,exists_in_different_sizes.1,True,1
Spanner,exists in different sizes,exists_in_different_sizes,True,1
Spanner,feels rough,feels_rough,False,0
Spanner,exists in different types,exists_in_different_types,True,1
Spanner,exists in pairs,exists_in_pairs,False,0
Spanner,found in a tool box,found_in_a_tool_box,True,1
Spanner,has a cap,has_a_cap,False,0
Spanner,has a grip,has_a_grip,True,1
Spanner,has a hole,has_a_hole,True,1
Spanner,has a metallic color,has_a_metallic_color,True,1
Spanner,has a metal head,has_a_metal_head,True,1
Spanner,exists in different materials,exists_in_different_materials,True,1
Spanner,has a handle,has_a_handle,True,1
Spanner,has a pin,has_a_pin,True,1
Spanner,has no smell,has_no_smell,False,0
Spanner,has holes,has_holes,True,1
Spanner,has a point,has_a_point,True,1
Spanner,has different positions,has_different_positions,True,1
Spanner,has been existing for a long time,has_been_existing_for_a_long_time,True,1
Spanner,has two handles,has_two_handles,False,0
Spanner,implement/tool,implement/tool,True,1
Spanner,is a basic tool,is_a_basic_tool,True,1
Spanner,is a handtool,is_a_handtool,True,1
Spanner,is a piece of equipment,is_a_piece_of_equipment,True,1
Spanner,is an English word,is_an_English_word,True,1
Spanner,is cylindrical,is_cylindrical,False,0
Spanner,has a Y-shape,has_a_Y-shape,False,0
Spanner,is an object,is_an_object,True,1
Spanner,is a tool,is_a_tool,True,1
Spanner,is dangerous for the fingers,is_dangerous_for_the_fingers,True,1
Spanner,is durable,is_durable,True,1
Spanner,is dangerous for children,is_dangerous_for_children,True,1
Spanner,has two openings to put your fingers in,has_two_openings_to_put_your_fingers_in,False,0
Spanner,is found in a workplace,is_found_in_a_workplace,True,1
Spanner,"is for a bike, car, etc.","is_for_a_bike,_car,_etc.",False,0
Spanner,is functional,is_functional,True,1
Spanner,is for at least 1 person,is_for_at_least_1_person,True,1
Spanner,is lifeless,is_lifeless,True,1
Spanner,is made of steel,is_made_of_steel,True,1
Spanner,is invented by man,is_invented_by_man,True,1
Spanner,is not sexy,is_not_sexy,True,1
Spanner,is multifunctional,is_multifunctional,False,0
Spanner,is not for children,is_not_for_children,False,0
Spanner,is not edible,is_not_edible,True,1
Spanner,is fairly unknown,is_fairly_unknown,False,0
Spanner,is often indispensable,is_often_indispensable,True,1
Spanner,is smaller than a lorry,is_smaller_than_a_lorry,True,1
Spanner,lies in a drawer,lies_in_a_drawer,True,1
Spanner,is sold in a hardware store,is_sold_in_a_hardware_store,True,1
Spanner,is straight,is_straight,True,1
Spanner,needs to be cleaned sometimes,needs_to_be_cleaned_sometimes,True,1
Spanner,is useful,is_useful,True,1
Spanner,not everyone has it,not_everyone_has_it,True,1
Spanner,made of metal,made_of_metal,True,1
Spanner,occurs in comic books,occurs_in_comic_books,False,0
Spanner,needs to be supported,needs_to_be_supported,True,1
Spanner,smells neutral,smells_neutral,True,1
Spanner,played by a musician,played_by_a_musician,False,0
Spanner,often used,often_used__,True,1
Spanner,to span nuts,to_span_nuts,True,1
Spanner,turns around,turns_around,False,0
Spanner,used by handymen,used_by_handymen,True,1
Spanner,used as accessory,used_as_accessory,False,0
Spanner,used by mechanics,used_by_mechanics,True,1
Spanner,used by tradesmen,used_by_tradesmen,True,1
Spanner,used by men,used_by_men,True,1
Spanner,used by work forces,used_by_work_forces,True,1
Spanner,used for rock music,used_for_rock_music,False,0
Spanner,used by workers,used_by_workers,True,1
Spanner,used for tinkering,used_for_tinkering,True,1
Spanner,used in different cultures,used_in_different_cultures,True,1
Spanner,used to grasp something,used_to_grasp_something,True,1
Spanner,used to open things,used_to_open_things,False,0
Spanner,used to attach things,used_to_attach_things,False,0
Spanner,was used in early ages,was_used_in_early_ages,True,1
Spanner,used in construction,used_in_construction,True,1
Spanner,you can get injured by it,you_can_get_injured_by_it,True,1
Spanner,used to work with,used_to_work_with,True,1
Spanner,was used in the past,was_used_in_the_past,True,1
Spanner,used to detach something,used_to_detach_something,False,0
Spanner,used by the handyman,used_by_the_handyman,True,1
Spanner,used with your hands,used_with_your_hands,True,1
Spanner,you can repair with it,you_can_repair_with_it,True,1
Toad,"can be brown, black, white, grey","can_be_brown,_black,_white,_grey",True,1
Toad,appears in comics,appears_in_comics,True,1
Toad,comes up when it rains,comes_up_when_it_rains,True,1
Toad,can live for a long time without food,can_live_for_a_long_time_without_food,True,1
Toad,eats berries,eats_berries,False,0
Toad,does not smell well,does_not_smell_well,False,0
Toad,can be fed,can_be_fed,True,1
Toad,breeds rapidly,breeds_rapidly,True,1
Toad,external skeleton,external_skeleton,False,0
Toad,has gnawing teeth,has_gnawing_teeth,False,0
Toad,good sense of smell,good_sense_of_smell,False,0
Toad,"in dutch expression: once bitten, twice shy","in_dutch_expression:_once_bitten,_twice_shy",False,0
Toad,is coloured,is_coloured,True,1
Toad,is difficult to remove from one's body,is_difficult_to_remove_from_one's_body,False,0
Toad,is unhygienic,is_unhygienic,False,0
Toad,likes humidity,likes_humidity,True,1
Toad,has legs,has_legs,True,1
Toad,looks clumsy,looks_clumsy,True,1
Toad,lays frogspawn,lays_frogspawn,True,1
Toad,is found in earth,is_found_in_earth,True,1
Toad,looks like a frog,looks_like_a_frog,True,1
Toad,smaller than a horse,smaller_than_a_horse,True,1
Toad,sometimes stands on one paw,sometimes_stands_on_one_paw,False,0
Toad,can be disadvantageous to harvest,can_be_disadvantageous_to_harvest,False,0
Toad,can do without water for long periods,can_do_without_water_for_long_periods,True,1
Toad,can store food in its bill,can_store_food_in_its_bill,False,0
Toad,doesn't have 1000 paws,doesn't_have_1000_paws,True,1
Toad,can turn his head very far,can_turn_his_head_very_far,False,0
Toad,eats plant lice,eats_plant_lice,False,0
Toad,eats frogs,eats_frogs,False,0
Toad,goes slowely,goes_slowely,True,1
Toad,has little eyes,has_little_eyes,True,1
Toad,has a head,has_a_head,True,1
Toad,has a mouth,has_a_mouth,True,1
Toad,has warts,has_warts,True,1
Toad,is medium-sized,is_medium-sized,False,0
Toad,is found all around the world,is_found_all_around_the_world,True,1
Toad,is not expensive,is_not_expensive,False,0
Toad,often sits under a piece of wood,often_sits_under_a_piece_of_wood,True,1
Toad,not friendly with dogs,not_friendly_with_dogs,True,1
Toad,"long hind legs, short forelegs","long_hind_legs,_short_forelegs",True,1
Toad,rough,rough,True,1
Toad,is not good at flying,is_not_good_at_flying,True,1
Toad,was used in medical science in earlier times,was_used_in_medical_science_in_earlier_times,True,1
Toad,attacks,attacks,False,0
Toad,short front legs,short_front_legs,False,0
Toad,soup is made of it,soup_is_made_of_it,False,0
Toad,gabbles,gabbles,True,1
Toad,digs holes,digs_holes,False,0
Toad,has a pungent smell,has_a_pungent_smell,False,0
Toad,has black eyes,has_black_eyes,False,0
Toad,has round eyes,has_round_eyes,True,1
Toad,has a tongue,has_a_tongue,True,1
Toad,often used as laboratory animal,often_used_as_laboratory_animal,False,0
Toad,is not verry big,is_not_verry_big,True,1
Toad,jumps in the water,jumps_in_the_water,True,1
Toad,lives on the ground,lives_on_the_ground,True,1
Toad,usually has one young at a time,usually_has_one_young_at_a_time,False,0
Toad,wild animal,wild_animal,True,1
Toad,comes up to the surface for air,comes_up_to_the_surface_for_air,False,0
Toad,has beady eyes,has_beady_eyes,True,1
Toad,eats acorns,eats_acorns,False,0
Toad,is aggressive,is_aggressive,False,0
Toad,is first a tadpole,is_first_a_tadpole,True,1
Toad,can be found in the ardennes,can_be_found_in_the_ardennes,True,1
Toad,lives in the open air,lives_in_the_open_air,True,1
Toad,is hermaphrodite,is_hermaphrodite,False,0
Toad,some people are allergic to it,some_people_are_allergic_to_it,True,1
Toad,indians hunted it,indians_hunted_it,False,0
Toad,comes to the surface when it rains,comes_to_the_surface_when_it_rains,True,1
Toad,has a small head,has_a_small_head,False,0
Toad,is very active,is_very_active,False,0
